id,bookname,author,publish,originame,translater,ptime,pages,price,zhuangzheng,books,isbn,starts,commentcnt,weburl,bookintro,authorintro
21,超级符号就是超级创意,无,天津人民出版社,无,无,2014-1,248,46.00,平装,读客商业思想文库,9787201084190,8.4,1049,https://book.douban.com/subject/25779152/,“华与华方法”的只言片语在营销界流传已广，“超级符号”“品牌寄生”等词汇也被越来越多的营销人知道、理解和应用，但作为本土营销界第一套成体系的营销思想，十余年来，“华与华方法”一直是以残篇断章的形式，被爱好者、研究者通过打印机、复印机、转发帖或者U盘传播。本书是“华与华方法”首次结集出版，全文由华杉先生亲自撰写。从产品开发、产品命名、产品包装，到品牌传播、品牌战略、企业战略，“华与华方法”深入到企业营销的各个层面；从日化、药品、食品、文具，到房地产、工业园区、出版、互联网，“华与华方法”进入了当今商业竞争的各个领域。华与华和不同行业的巨头一起，创造了一个接一个经典案例；在成为中国最成功的营销咨询机构的同时，也给“华与华方法”蒙上一层传奇和神秘的色彩。翻开本书，了解第一套从中国本土生长出来的传奇营销方法。,华杉：上海华与华营销咨询有限公司董事长，中国最成功的创意人，“华与华方法”创立者，多年来致力于企业战略和品牌营销的研究与实践，独创了熔企业战略、产品开发、营销创意、品牌管理为一炉的“华与华方法”，深入影响了中国商业竞争的各个领域。华楠：上海读客图书有限公司董事长，著名广告人，2009年中国年度出版人，《致我们终将逝去的青春》《老男孩》等电影联合出品人。
22,数学,无,译林出版社,"Mathematics: A Very Short Introduction",无,2014-3,300,25.00,平装,牛津通识读本,9787544745239,9.0,577,https://book.douban.com/subject/25829287/,★传达主流数学的魅力，揭开数与空间的神秘面纱★从哲学高度展示数学思维方式，启示你如何抽象思考★剑桥大学数学教授，“数学界诺贝尔奖”——菲尔茨奖得主蒂莫西•高尔斯著★中国科学院院士、著名数学学者李大潜推荐，赞其为“数学科普读物的楷模”所有人在日常生活中都会接触到数学问题，多数人却又对之心存畏惧。在这本极为易读又充满趣味的小书中，蒂莫西•高尔斯解释了高等数学与我们在中小学所学的数学知识之间的一些最为根本的、主要是哲学性的区别，让我们能更好地理解那些听起来带有悖论的概念，比如“无限”“弯曲空间”“虚数”等。从基本的观念，到哲学探究，再到与数学共同体相关的一般社会学问题，本书揭开了空间和数的神秘面纱之一角。,"作者蒂莫西•高尔斯　剑桥大学劳斯•鲍尔数学教授，“数学界诺贝尔奖”——菲尔茨奖获得者，该奖专门授给“年轻数学家所作的最为大胆、最为深入、最有启示性的研究”。序言作者李大潜   复旦大学数学科学学院教授，中法应用数学研究所所长，《数学年刊》主编，曾任中国工业与应用数学 学会理事长，中国数学会副理事长。1957年毕业于复旦大学数学系并留校任教，1980年任教授，1995年当选为中国科学院院士，1997年当选为第三世界科学院院士，2005年当选为法国科学院外籍院士，2007年当选为欧洲科学院院士，2008年当选为葡萄牙科学院院士。在偏微分方程的理论及应用方面，取得了多项具有国际先进水平的成果。"
23,装修不上当，省心更省钱（新）,无,当代世界出版社,无,无,2013-7-22,248,28,平装,None,9787509009277,8.0,73,https://book.douban.com/subject/24869729/,短短几个小时的轻松阅读，迅速把握装修的流程和猫腻，那叫一个舒坦！这本书以清新明快的风格，在闲话家常中尽述家庭装修的种种玄机秘诀。以装修流程为主线，为读者指明了装修中应注意到的方方面面的问题。包括选购建材家居的窍门（包括质量鉴别窍门、砍价窍门、防骗窍门等）、快速鉴别装修质量的方法、控制预算的方法、管理工人的方法等等，并以附录的形式配以装修需要用到的各种实用性表格（包括验房表格、标准装修合同、工程进度控制表等等）。读者可以通过此书即搞明白装修，做到省心、省钱装修。随书赠送5个建材家居品牌的折扣券，买书便可获赠，增加了本书的卖点。,诗玫，家庭装修类图书作者，撰稿人。2006年第一出版的《这样装修最省钱》成为家庭装修类图书的经典，畅销至今，被称为“家装红宝书”，为千万读者化解了装修的困惑。本书作为《这样装修最省钱》的姊妹篇，自2011年出版以来，也得到广大读者的追捧，多次加印，荣登当当、卓越、京东等网上书店家装书畅销榜。现活跃于搜狐焦点装修论坛，并为相关网站、杂志撰写稿件。
24,情感依附,无,世界图书出版公司,"Lives Across Time／Growing Up",无,2013-9-30,312,38.00元,平装,“世图心理”亲附系列,9787510063848,8.5,474,https://book.douban.com/subject/25697495/,这本书是关于从婴儿期到成年早期的发展。作者记录了76个婴儿从出生起到30岁的成长。考察他们不同生活路径的源头，以及什么对他们的影响最为深远。作者将本书当做一系列的生活实践故事来进行写作，做了很多细节的呈现。作为精神分析师，作者会写作生活的故事，因为这样才能把作者思考的这些鲜活的人展现出来。精神分析的本质是发展内在的自由，从某种程度上本书实现了一部分这样的目标——教导如何去养育内在自由的孩子。希望读者能够从这些故事中找到温暖、感动和指引。,"亨利•马西（Henry Massie）医学博士，在加利福尼亚州伯克利市执业的精神科医生，并在旧金山市加州大学医学院任教。同时也是一位杰出的研究者，在母亲—婴儿的互动模式、母婴关系对婴儿情绪发展的影响等相关领域做出了卓越贡献。国际著名的研究“依附关系”的学者。内森•塞恩伯格（Nathan M. Szajnberg）医学博士，在加利福尼亚州伯克利市执业的精神科医生，并在旧金山市加州大学医学院任教，同时担任沃勒斯坦研究基金精神分析方向的研究者，致力于精神分析方向的儿童精神病学和儿童发展的长程研究。"
25,所有人问所有人,「一个」工作室,浦睿文化·湖南人民出版社,无,无,2013-8-1,269,"CNY 36.00",平装,None,9787543894433,7.0,5103,https://book.douban.com/subject/24754123/,一份关于社会、八卦、性、音乐、电影、生活、潜规则等所有问题的非标准答案。无论你是谁，来自哪儿，做着什么，你都可以向任何人提问，提问任何问题。《所有人问所有人》，就是这样一部收录了最不可思议的问题和不可思议的答案的你闻所未闻的奇书，这些问题，你或想到，却从未有人回答，你或想探索，却一直无处着手。一网打尽你从出生到现在一直藏在内心深处的疑问和问题。韩寒、李承鹏、王中磊、苏紫紫、贾樟柯、铁凝、周云蓬、蒋方舟、朴树、叫兽易小星、高晓松、石康、那多、李银河、熊培云、琦殿、连岳、外交部总机、台湾80后、107岁老人……为你回答。,[韩寒介绍]韩寒，作家，职业赛车手，杂志主编。初中开始写作和投稿，曾获新概念作文比赛第一名。高一退学，1999年出版首部长篇小说《三重门》，创畅销纪录。2005年开通博客，迄今点击量超过5亿。现为《一个》app监制及主编。出版多本散文集和小说，作品常引起广泛关注和争议。2010年被《时代周刊》评选为100名影响世界人物之一。2003开始职业赛车生涯，共获六次全国顶级职业锦标赛年度总冠军，是中国唯一一位拉力赛和场地赛双料年度冠军。曾涉足音乐和歌词创作，并发行唱片。
26,蒋公的面子,无,南京大学出版社,无,无,2013-8,233,29.80元,平装,None,9787305119729,8.6,1082,https://book.douban.com/subject/25713688/,温方伊编著的《蒋公的面子》是一部喜剧，但准确地说，是一部“吕剧”，所谓“吕尉”是我们文学院的同仁、师生们对吕效平教授编导的戏的“戏称”，更是“昵称”。和南京大学的人文精神相关的还有这出戏的题材，戏中的故事是否发生过并不重要，重要的是这样的故事一直流传在南京大学文学院，是对南大历史精神永远的释读，也是南大师生精神传统的真实反映。像一切成功的叙事艺术一样，《蒋公的面子》中的情节比真实发生过的历史更具有“真实性”。,温方伊，女，《蒋公的面子》的编剧，南京大学文学院戏剧影视艺术系2009级本科生，被保送影视文学专业的研究生。
27,神奇的肌肤能量书,金柏莉·施耐德,新世界出版社,"The beauty detox solution",无,2013-8-1,224页,36.00元,平装,“吃不胖、晒不黑、变不老”系列,9787510441905,6.6,885,https://book.douban.com/subject/24858364/,《神奇的肌肤能量数书》为明星营养学家金柏莉•施耐德的颠覆性力作。作者在书中提出了一种全新的美容方法，表示生的植物类食品才最适合人类的身体需求，并推荐读者食用天然、不经过加工的纯粹食物。全书基于外在美丽是内在美丽反映的哲学，分阶段告诉读者“吃什么”、“怎么吃”，从而使身体不断排毒，在达到外在美容和瘦身效果的同时，也拥有内在真正的健康。,金柏莉•施耐德是洛杉矶的星级营养专家，她曾周游过50个国家，脚步遍及6大洲，从不同的文化区域中学习了健康和美容护肤的相关知识。目前，她的护肤美容理念在美国备受推崇，客户中不乏许多大牌明星。
28,囚徒健身,保罗·威德,北京科学技术出版社,"Convict Conditioning",无,2013-10-1,264,79.00元,平装,囚徒健身,9787530467558,8.7,4284,https://book.douban.com/subject/25717097/,这不是一本教你练出“可爱肌肉”的书，而是一本教你练出能用的力量、极限的力量、生存的力量的书。作者保罗?威德在美国最严酷的监狱中度过了19年，在其中逐渐挖掘出了一套最古老的健身法，在商业社会中早已失传的力量哲学，并凭此成为了地球上最强壮的人之一——这让他得以有尊严地生存下来。出狱之后，他把这套失传的技艺整理并公之于世——这是他带给我们的最珍贵礼物。,保罗·威德（非化名），绰号“教练”，1957年出生于美国加利福尼亚州旧金山，早年在康特拉科斯塔县的克莱顿生活。因涉嫌管制物品交易，他于1979年被关入圣昆汀州立监狱，之后几次转狱。2002年获释后，他移居英国伦敦附近，并致力于传播在狱中学到的古老的健身法。他只用邮件与外界进行联系，从未露面于公共场合，从未公开任何私人照片。
29,最好的我们,八月长安,湖南文艺出版社,流水混账,无,2013-8-5,560,55,套装,“振华”系列,9787540462642,8.8,21716,https://book.douban.com/subject/24754316/,你总是说青春从不曾永远，而那时候的我们，就是最好的我们。这一次，我们和整个青春做告别。八月长安全新力作。你还记得高中时的同桌吗？那个少年有世界上最明朗的笑容，那个女生有世界上最好看的侧影。高中三年，两个人的影子和粉笔灰交织在一起，黑白分明，在记忆里面转圈。本书以怀旧的笔触讲述了女主角耿耿和男主角余淮同桌三年的故事，耿耿余淮，这么多年一路走过的成长故事极为打动人心，整个故事里有的都是在成长过程中细碎的点点滴滴，将怀旧写到了极致，将记忆也写到了极致。,"八月长安：昵称二熊，哈尔滨长大，北京读书，现居上海。个人微博：http://weibo.com/bayuechangan代表作：“振华高中三部曲”《你好，旧时光》三册装典藏版《暗恋·橘生淮南》两册装典藏版（预计2013年9月出版）《最好的我们》两册装（2013年8月出版）“改编电影小说”《被偷走的那五年》（2013年8 月出版）时光机——贴图你被偷走的最好时光http://www.douban.com/online/11599025/"
30,体验与挑战产品交互设计,无,江苏美术出版社,无,无,2008-1,138,40.00元,平装,None,9787534425097,7.1,106,https://book.douban.com/subject/2998873/,《设计前沿课堂系列丛书·体验与挑战:产品交互设计》以体验与挑战为主题，用简明的语言和图表等形式系统地阐述了产品交互设计的理论基础、系统构成、学科特点和设计过程。“体验”体现了交互设计的主要目的，强调面向最终用户的、具有双向信息交流的交互式产品设计；“挑战”表明了时代发展对工业设计师提出了更高的要求，理解和掌握交互设计的基本原则和方法才能设计出有用、好用和想用的产品。,"江南大学设计学院 教授"
31,"iOS Human Interface Guidelines",无,None,无,无,None,165,free,e-book,None,9787106123451,9.3,108,https://book.douban.com/subject/10465946/,http://developer.apple.com/library/ios/#documentation/UserExperience/Conceptual/MobileHIG/Introduction/Introduction.html,
32,众妙之门,无,None,无,无,2012-4,306,59.00元,None,None,9787115274335,7.6,97,https://book.douban.com/subject/10575920/,"《众妙之门:网站UI设计之道2》包含了知名设计网站Smashing Magazine精心准备、精心编写以及精心编辑的内容，这些都基于Smashing Magazine读者的建议和意愿。来自全球的知务设计师无私地分享了他们多年积累的宝贵经验。书中涵盖了网站UI设计相关的不同的领域，覆盖面非常广，具有很强的操作性和专业性。《众妙之门:网站UI设计之道2》逻辑严密、言简意赅，设计人员可以快速地找到自己想要的东西。",
33,见微知著-WEB用户体验解构,无,机械工业出版社,无,无,2010-4,146,36.00元,平装,None,9787111301127,7.3,219,https://book.douban.com/subject/4766571/,本书用解构分析的方法，系统全面地介绍了Web页面设计的相关知识和要素。本书从整体到局部地对网站的元素进行解构，包括网站整体布局、整体配色方案，到网站各个功能区域，如登录区、内容区、广告区等，最后到按钮、反馈、验证码、字体、文字语气等多个细节元素。本书通过解构这些元素来讲述如何对用户体验设计进行优化，如何进行搜索引擎优化。本书适用于网站交互设计师、视觉设计师、产品经理、网站设计人员、网页设计爱好者。,李清，毕业于浙江大学心理系，曾任职于华为通讯、阿里巴巴UED部门，现任唐硕用户体验咨询项目经理，主要负责新浪、诺基亚、中国工商银行网站等多个项目的用户体验提升，具有丰富的项目实践和管理经验，是用户体验的积极实践者，译有《Web标准和SEO应用实践》
34,大唐明月1·风起长安,蓝云舒,上海文艺出版社,无,无,2013-1,376,27.00元,平装,大唐明月,9787532146628,8.6,1787,https://book.douban.com/subject/20501270/,大唐永徽四年。朝廷上，太尉长孙无忌正如日中天；后宫里，昭仪武媚娘已悄然布局；而身为西市的小小画师，库狄琉璃只想在这场武周夺唐的千古大戏里，做个合格的围观群众。她所不知道的是，自己的命运早已落笔，作为历史书角落里一笔带过的龙套，她将亲眼见证一切的发生。从曲江的狂欢郊游到大慈恩寺的煽情俗讲，从胡商家族里的食案到皇宫宴席上的羹汤，大唐就像一幅奇妙而绚烂的画卷，一点点展现在她的面前。然而命运的罗盘已经转动，后宫、朝堂、深宅，处处都是杀人不见血的战场。多智近妖的儒雅名将，独步千古的铁腕女皇，心机深沉的奢华公主……在这个用智谋和鲜血写成的剧本里，谁能笑到最后？,蓝云舒女，生于湖南，居于北京。学过几个专业，码过各种文章，最后才发现，自己最爱干的事情是宅着，最爱码的文字是小说。原因无他，人生平淡，性格疏懒，而心底那些或波澜壮阔或飞扬跳脱或梦断魂伤的狂想，也只能寄于一个又一个的故事，并与大家分享。起点女生网热门作家，作品《千蛊江山》、《大唐明月》等均超百万点击量，读者收藏破万，读者推荐超越十万；作品先后登上青云榜、八大分类大封推、强推榜、热门推荐、首页大封推、粉红月票榜前十等重量级榜单。
35,JavaScript设计模式,无,人民邮电出版社,无,无,2008,250,45.00元,None,图灵程序设计丛书·Web开发系列,9787115191281,8.5,309,https://book.douban.com/subject/3329540/,"本书共有两部分。第一部分给出了实现具体设计模式所需要的面向对象特性的基础知识，主要包括接口、封装和信息隐藏、继承、单体模式等内容。第二部分则专注于各种具体的设计模式及其在JavaScript语言中的应用，主要介绍了工厂模式、桥接模式、组合模式、门面模式等几种常见的模式。为了让每一章中的示例都尽可能地贴近实际应用，书中同时列举了一些JavaScript 程序员最常见的任务，然后运用设计模式使其解决方案变得更模块化、更高效并且更易维护，其中较为理论化的例子则用于阐明某些要点。.本书适合各层次的Web 前端开发人员阅读和参考，也适合有C++/Java/C# 背景的服务器端程序员学习。..","Ross Harmes，资深Web程序员，有10多年编程经验。现任Yahoo前端工程师。他是开源图片博客软件Birch的开发者。"
